ID,Label,Text
W13877,1,i realized now that i lived my whole life loving some ppl who now i hate the most cause they alll have changed they all became veryy tough ppl after i got used to feel their tender touch in my life
W13878,0,i feel pathetic and that i shouldnt make myself feel this way
W13879,0,i feel hopeless because i know i can t control other people s desire to want to know me the way my soul burns to know them
W13880,0,im feeling oddly sentimental today
W13881,1,i feel invigorated and jolly
W13882,0,i was feeling restless when i stepped into the kitchen to whip up this crunchy sweet treat
W13883,1,i feel very proud of my girls accomplishments this morning
W13884,0,i am normally better at avoiding the expensive pre packaged products when i go to waitrose but i was still feeling a bit shaken up from the parking issues so bought some extra bits to calm my nerves
W13885,0,i was feeling so spiteful i brought it up and i saw the hurt in his face
W13886,1,i will think of something else feel all passionate about that and then it too would stop
W13887,0,before getting back the results of a test in school
W13888,0,i feel like a cranky old man saying this but so it goes
W13889,1,i have been doing absolutely no exercise however and sticking to that literally just sitting around but i feel i just need some supporting thoughts
W13890,0,i used to feel very isolated in the far north of scotland but as social media and internet becomes more all encompassing the links to others becomes easier and the chance to be part of live discussion and participate in relevant and cutting edge debate and changes as they happen are amazing
W13891,1,i feel free really better a href http
W13892,1,i feel so strongly about telling my loved ones
W13893,1,i was feeling make it all worthwhile she has been loving on her daddy and she let him feed her breakfast she snuggled up in the chair with spencer and played with him she is walking more and she has officially been in all of her grandparents arms with a smile on her face
W13894,0,i hate asking myself why i feel so reluctant when he tries to kiss me
W13895,0,i have been fortunate to feel the pain and suffering you have endured
W13896,1,i am no longer a shimmer fan i mean i like subtle shimmer but this is kind of like scary shimmer where i feel like my eyes are super obvious and scary looking
W13897,0,i know i am feeling discouraged and cynical
W13898,1,i feel even more determined to educate about self breast exams and to get your yearly check ups they can and will save your life
W13899,1,i get the feeling this girl cries at everything from hollyoaks to a picture of a cute puppy
W13900,1,i feel fine i feel more consistent with my delivery throwing more strikes liriano said
W13901,1,i feel so lucky to get to feel them
W13902,1,i will definitely write more about the transition as i go through it but right now i am feeling quite positive
W13903,1,i still think that shes being insensitive with my feelings but i am just glad that im not on her shoes
W13904,1,i did a solo flight from ardmore to kaikohe before i got my pilot licence i can remember it was gorgeous day and i was on a natural high
W13905,1,i do now as compared with years ago is that i no longer feel i have to be accepted by others only those who matter to me
W13906,0,i feel totally awful and end up going through that whole nightmarish surgery and feeling good was just around the corner
W13907,0,i constantly feel lied to and wronged by them i love these people to death
W13908,1,i feel like there s a possibility that statements like this make supporting our own interests more problematic
W13909,0,i find consolation in the beauty of small things but sometimes its just not enough and i feel stupid for trying
W13910,1,i feel i was somewhat successful at not peeking at him during service the whole time
W13911,1,i can offer you that feels loving to you
W13912,0,i suppose its fairly normal to feel doomed when life is all shit around you
W13913,1,i feel most inspired when i experience some sort of heightened situation
W13914,0,i feel i am doomed to repeat endlessly through my whole life
W13915,1,im not feeling all that happy or thankful today
W13916,0,i have these bunch of friends im grateful to have the squad mates and the teammates but theres another bunch of people out there that made me feel so worthless because everything i try to do with them it seems so forced conversations it seems like i am forcing my words on them and everything else
W13917,0,i intend to have them develop feelings for one another albeit with riku being stubborn about it as opposed to an open book due to plot ish issues
W13918,0,i feel like im sinking and i feel helpless and that makes me even more frustrated
W13919,0,i feel depressed or even short tempered some days
W13920,0,i feel so useless and stupid
W13921,0,i feel very humiliated but also even more turned on
W13922,0,i always feel kind of thing empty feeling
W13923,1,i can feel the cool sand against my back
W13924,0,i feel about him i never really told him too much guess i was scared but i havent got anything to loose now
W13925,0,i feel sad today like legitimately bummed out
W13926,1,im really not feeling that passionate about this one
W13927,1,i waited to hold my precious boy in my arms no i did not get to feel his sweet skin against mine after his birth no i could not rub his soft hair or look into his beautiful eyes but god had a plan
W13928,0,i feel i am suffering from several related factors that in regarding treatment acne less likely to remove scars left behind by proving your diet and extract
W13929,0,i was gay that i began to feel disturbed and embarrassed
W13930,1,i feel like were in this together and im glad for that
W13931,0,i feel distracted when people think i m overreacted
W13932,0,when junior doctors returned to work after bunking them
W13933,0,i watch the snow man i can feel myself getting weepy already
W13934,1,i remember that we would always pat my head ahaha lt i feel like a puppy and this other guy that liked me kindaish also patted me on the head too so i guess that s a good sign of harry liking me if he patted my head maybe he thinks my hair is soft sighhh
W13935,1,ill be happy to take his money when ever he is feeling generous enough to part with it
W13936,1,i am presenting here a few that we have managed to find which really clean your hair really leave it feeling lovely and really really won t irritate your skin
W13937,1,i didnt know what it was but i then went home to later experiment so that i would feel accepted but as i experimented i learned a new feeling the feeling of greed
W13938,0,i feel afraid to have a voice and im just a guest
W13939,1,i realized what i am passionate about helping women feel accepted and appreciated
W13940,1,i am sure there will be many nervous times ahead but today i feel very hopeful and im going to enjoy the feeling for as long as it sticks around
W13941,0,i should stop feeling so lousy about myself
W13942,0,i feel gloomy and depressed nothing is more calculated to cast a cloud over us than a rainy day
W13943,0,i feel fake hellip b c a real person can feel real emotion and that s something that i can t do
W13944,1,i feel like its vital to keep this someday list active
W13945,0,i forgive myself for accepting and allowing myself to feel humiliated and rejected because someone was chosen over me
W13946,0,i cant help but feel a little bit agitated
W13947,1,i finish my lesson although very happy that it is over i feel good i feel that it was worth it
W13948,1,i feel very energetic to cook something very special i decide to prepare at least one dish with posto and the other days when i simply dont remain in the mood of cooking at all i again look for posto
W13949,0,i was still feeling troubled
W13950,0,i just feel stupid for not realizing what was going on sooner
W13951,1,i feel some kind of sincere connection to everyone i talk to while im working
W13952,0,i know mom s who would take once look at my facebook profile and feel envious of all the fun i seem to be having out with my friends the carefree state that my life is in where i am only responsible for me and can pick up at any time and go away for the weekend
W13953,0,im just feeling jaded
W13954,1,ive been waking up and automatically thinking in portugu s also lately and it feels fantastic
W13955,1,i feel accepted well we all know there are a few exceptions to the rule and like i belong
W13956,1,i feel artistic a href http boredwithquinn
W13957,0,i feel less threatened by the world
W13958,0,i almost started to feel like wimpy from the popeye cartoons
W13959,0,i cant even explain how difficult it is to tear yourself away from something you both love and feel doubtful of
W13960,1,im super pumped to have crossed the nano finish line my novel is far from finished but im feeling optimistic
W13961,1,i feel pretty passionate about is helping people
W13962,1,i feel very valued by my patients
W13963,0,i feel scared when my father suddenly opens a door
W13964,0,i feel sad because levi certainly wont want to run a race against his typical peers because theres no way hell win
W13965,0,i feel like that fact is being abused
W13966,0,i don t feel awful enough to call them because i am exhausted
W13967,1,i said im beat and not feeling too creative but this was one hell of a day
W13968,0,i found out that someone that i knew had someone else taking tests for her
W13969,1,i was completely naked and feeling horny
W13970,1,i feel is a near flawless film
W13971,0,i feel our hearts are treading dangerous territory
W13972,1,i generally only use the practice shoes for party when i m feeling more casual about it i
W13973,0,i feel so ungrateful for the things he does regularly for me for i sin daily in everyday living
W13974,1,i also were able to get appointment with the osteopath on the which is freaking awesome as it feels like i am caring a boulder in my stomach
W13975,1,im so tired and heavy all the time its a familiar feeling though not a pleasant one
W13976,0,i keep finding all these people who make me feel so terrible about life
W13977,1,i mean people are discussing things about which they feel passionate
W13978,0,i am supposed to go about being strong when i feel so inhibited
W13979,1,im not really feeling it so far though i think i liked the film better
W13980,0,i feel so uptight about it because i know you hate it and are constantly trying to catch glimpses of the tv in the window and listen to it
W13981,0,i am horrible about articulating my feelings particularly verbally sometimes i cant even remember incidents just that i was mad at something
W13982,0,i sure hope we do as i feel very isolated without any contact with home
W13983,0,i make a mistake i cringe feel idiotic and become filled with self loathing
W13984,0,i feel like a fake a fraud a hypocrite
W13985,0,i hate you for making me feel unimportant
W13986,0,i have definitely seen and felt many blessings from heavenly father especially on the days when things feel gloomy and lonely while mike is away working hard for our future
W13987,0,i feel so fake
W13988,0,i am in italy and i feel as useless as i could possibly feel i need to occupy my time not to get crazy
W13989,0,i feel like theyre being rude in the first place and as long as you arent snappy about it you have every right to ask him not to touch you
W13990,0,i had a good sleep believe it or not but still woke up feeling groggy and out of sorts
W13991,1,im not feeling so well right now so ill write some other day
W13992,1,i am feeling adventurous then ill definitely go visit some of the bayou swamp areas and enjoy the beautiful cypress trees and wildlife
W13993,0,i feel a bit lost today
W13994,0,i am feeling ever so homesick
W13995,0,i currently feel like crap but have to at least show my face at work lest they get suspicious at my ringing in sick the day after my holidays
W13996,0,i feel tortured so much
W13997,1,i describe this it is so wonderful i can close my eyes and remember the cool feel in my mouth with a rich creaminess but lightness
W13998,1,i feel like the time has come a fearless rescue from everyone who made you the master
W13999,0,im feeling very angry kind of sad tired and bored today
W14000,1,im feeling hopeful and grateful
W14001,1,i am good at something that i feel passionate about and all of the other students that graduate this year are in the same boat what happens after
W14002,1,i always dread but end up leaving feeling positive
W14003,1,i see a woman sitting alone at a table in starbucks or at a restaurant if i m feeling playful and can t come up with an observation or something to say that s based on the moment i ll just sit down and say
W14004,0,i was speaking a lot of that to myself because well i feel very discontent where i am at in life
W14005,0,i was feeling kinda disappointed actually and silently wishing that these were still unpaved now
W14006,1,i woke up feeling fabulous and im sure that half of that stems from the fact that ill be finishing my undergraduate studies in about weeks
W14007,1,i started feeling this job was worthwhile
W14008,0,i can write as many entries as humanly possible in one day and still feeling dissatisfied that i write everything i wanted to the fact that i complain all the time about being lonely
W14009,0,i feel bad listing the movies becasue i like them so much
W14010,0,i have ticket stubs going all the way back to and every once in a while when i m feeling kinda sentimental i open up the box and go through my ticket stubs so that they can remind me of all the good times i ve had at stadiums around the country
W14011,0,i feel really burdened by this days challenge
W14012,0,i feel like i am unhappy missing too much from the baby or anything else i will quit
W14013,0,i feel gloomy and down
W14014,0,i am currently but i can t even do that right now without feeling indecisive and tied to school and writing and assignments
W14015,0,i read listen to music do various other things but am feeling unhappy with myself
W14016,1,i was feeling adventurous and not quite my age
W14017,0,i am tired of being tired and feeling beaten down
W14018,0,i know ken has this down but im feeling really inadequate what am i doing wrong
W14019,0,i feel reluctant to just leave her alone like that without helping her enough to repay her goodness to me
W14020,0,i feel as though i broke the plane if he is there then ill be aware and use my faith to wish him gone
W14021,0,i feel like i could have gotten all apprehensive for no reason at all
W14022,0,i feel like i have to pay a fee for my broke heart
W14023,1,i have a feeling shailene will be perfect
W14024,0,i at times feel so utterly useless and undeserving of such a magnificent woman in my life
W14025,0,i really thought i was ok with how things are but here i am out of no where crying and feeling empty and sorry for myself shame on me
W14026,0,i struggle with feeling so low amp so agitated
W14027,0,i guess being the good friend that he is he can not and will not allow me to go on with life feeling so distressed and confused
W14028,0,i don t spew my desperation all over these situations that already feel uncertain to me
W14029,0,i ask about his wife annulment case he feels so irritated and kept on telling me it is on the process
W14030,0,im trying to be intuitive often just makes me feel sort of confused and nauseous
W14031,0,im back with another skincare review well actually i feel reluctant to make a review of sectret key snail egf repairing gel cream because i even stopped using it switched back to my second jar of a href http sparkleapple
W14032,1,i need to feel like people can love because because im not convinced that i believe that people have that capacity
W14033,0,i haven t been able to shake this akward and unusual feeling i feel irritable and space out all the time feels like i was surged as well as my computer
W14034,0,i feel so hopeless because i m not doing well and i m really scared
W14035,0,i don t know about you but that feeling of powerlessness of not being in control sends me in a mad tizzy for the haagen dazs
W14036,1,i feel honoured to be teamed with jim whom i first met about ten years ago
W14037,0,im feeling less hateful of fandom
W14038,0,i have a good idea for a post but am feeling too low to write it
W14039,1,i think about my freedom and not having to make plans for another person all the time i feel content
W14040,1,i see are self centered statements about you and your feelings and your looking for a sympathetic ear from anyone that will listen
W14041,1,i was feeling pretty crampy
W14042,1,i spontaneously come up with a new tune or when i am taking a solo and feel myself in that creative flow just going for it not knowing what i am going to play next and surprising myself he answers indisputably
W14043,0,i then asked as i often do in these situations how i could fix this so she wouldnt feel like i hated her because of my lack of postings on her facebook page
W14044,0,i slapped him because feelings are dumb
W14045,1,i think the whimsical pop art feel of the place appeals to my artistic sensibilities
W14046,0,i feel unwelcome or uncomfortable oh except for that time i pulled the doorknob right out of the cloest door
W14047,0,i am personally not doing well i feel lethargic with no energy and with the
W14048,0,i brought up privately a couple weeks ago that i felt targeted after feeling frustrated and belittled
W14049,0,i still feel like i deserve to be punished for things that i would instantly forgive from strangers
W14050,0,i feel so foolish and ashamed
W14051,0,i growled at her i began to feel extremely annoyed with her
W14052,0,i have been walking around feeling pissed off at the world lately
W14053,1,i am feeling really hopeful that i could fall pregnant soon and i really cannot wait for that day to come
W14054,0,i was building with angie i m feeling profoundly betrayed and very angry
W14055,0,i feel all kinds of dirty and not a good dirty src http nevercontrary
W14056,0,im feeling weird
W14057,0,ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual
W14058,0,i feel like the earthquake has also shaken the foundations of my life and work
W14059,0,i feel could have been left out entirely they smack a bit of empty promotion and self congratulation but once one finds the real meat of the information its precious information indeed
W14060,0,i doing something that make you feel bothered
W14061,1,i love your cuddles they make me feel safe and protected
W14062,0,i need to know that the pain i feel is not in vain and that there is a better and brighter day in my future
W14063,0,i don t know i feel confused
W14064,0,i can feel more submissive
W14065,0,i start to feel my muscles aching and break out in cold sweat
W14066,1,i pray look next to my phone what time i feel my anxiety levels getting too superior
W14067,0,i dont really know why im bothering to do my homework but i get the feeling that it will be in vain
W14068,0,i have spent the last few weeks feeling sort of uncertain if you will
W14069,0,im feeling frantic because ive had no sleep
W14070,0,i kind of feel like im losing a part of myself as lame as that is to say
W14071,1,i know when i have had a crappy day and didn t feel productive i feel lousy and sleepy in the evening
W14072,0,i feel pretty rotten when jake takes off down the street on his hot rod mongoose and jordan strikes out trying to chase him down like an orphan straight out of a href http en
W14073,0,i feel most unwelcome
W14074,1,i can keep another writer from spending four years to get to the point of feeling like they can publish their work and be accepted by readers i will have truly accomplished that goal
W14075,1,i am really enjoying doing tai chi with a weapon it feels flowy and elegant
W14076,0,i have no idea why i was feeling so lethargic yesterday probably because i got a bit dehydrated
W14077,0,i hasan the man who makes me feel shy retiring and modest it s not true that there s no english word for schadenfreude
W14078,0,im not much of a people watcher or a voyeur so i feel kinda weird when walking around taking street shots
W14079,0,i am seeing neurosurgeons document conversations regarding the safety of patients relationships and whether or not they feel threatened
W14080,0,i had felt kind of ick but just figured it was nerves or feeling anxious
W14081,1,i felt i handled it okay but the class really began to feel like instead of caring about the subject matter it was turning into a fight for my grade
W14082,1,i feel privileged to be there at this very real and intense time
W14083,0,i have been crying a lot and feeling kind of depressed
W14084,1,i feel that would be a far more considerate and sensitive approach on the part of employers
W14085,0,i get this sudden feeling that i am completely annoyed at him
W14086,0,i feel kinda lame now
W14087,0,i finished this book feeling all gloomy because her emo personality apparently rubbed off on me
W14088,0,i was feeling alone
W14089,0,ive always heard choose one feauture to play up eyes or lips then tone down the other feautures and i love this rule i feel envious of selena here she is soo pretty she has lovely dark hair and great eyes she can wear such a wide colour range
W14090,0,i keep forgetting but shouldnt is no matter what happens i should not hesitate or feel too ashamed to come back to allah and get back on my feet
W14091,0,i should feel bothered that she was spying but i wasn t
W14092,0,i feel he should have been punished
W14093,1,im feeling more festive
W14094,1,i feel rather superior but not in this case
W14095,0,i want to make is this final one when we feel abused at these writers faking it we rupture the reader writer relationship
W14096,1,i am happy to report that i was able to get miles in with minimal pain i just iced it afterwards and im feeling ok
W14097,0,i feel like an abused puppy dog
W14098,0,im feeling really stupid and more than a bit panicky but i phone the doctors and they see me straight away
W14099,1,i think im entitled to feeling a little triumphant
W14100,1,i ride because it makes me feel peaceful and alive
W14101,0,i feel so repressed with this one now
W14102,1,i returned home feeling determined disturbed disgusted and devoted
W14103,1,i just ran by feel and i m glad i didn t look because i probably would have freaked out which happened a little later on in the race
W14104,1,i am officially feeling festive
W14105,0,i feel pretty weird blogging about deodorant but im a bit of a deodorant snob and find it really hard to find a good one
W14106,0,i cant help but feel so burdened
W14107,1,i feel very blessed to call them mom and dad
W14108,1,i just tell you that the feeling of a skid is not pleasant
W14109,1,i am being selfish but i feel like me trying to make him horny is redundant because he is always horny and i feel like he should try harder to make me horny
W14110,1,i dont care how churchy or cheesy i sound right now its such a truth i feel in my heart that im so convinced its him i cant make this stuff up on my own
W14111,0,i can control is me and if people feel that i wronged them i will try my best to fix it but some people you cant make happy
W14112,1,i don t feel there is enough information out there for people like him to encourage them and prove that university is not the only way to be successful
W14113,1,i feel im rather innocent in that respect
W14114,0,i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine
W14115,0,i feel lethargic and getting pressure between my eyes and i just rfttttttttttsjiowefmklldkavsvdsbtwrsbdvfocxfibjxrklrgrmvaeridubneosdvfrwfd okay stressing doesnt help at all it makes it worse so im trying to be calm
W14116,1,i didn t really know many other ill people but nowadays i do and i m so glad that i do knowing other people in a similar position people who truly get how you feel is a wonderful thing
W14117,1,i don t know how i feel about all this how i feel about my place in it if i think that my work is more or less sincere than other gen xers and so on
W14118,0,i worry about all of the time ive been spending on the computer and about how i feel so distracted by the party
W14119,0,im actually going to try again this month because i had a lot of my mind in june and i think that led to me feeling a bit lethargic so fingers crossed ill do better this time
W14120,0,im still feeling annoyed though
W14121,0,i feel irritable as well
W14122,0,i just stayed there letting myself feel a little melancholy
W14123,0,i am feeling a bit crappy it is not as bad as it was two weeks ago
W14124,0,i feel too disillusioned to hope for anything
W14125,0,i tried going raw vegan for two weeks and it made me feel awful
W14126,0,i feel so pissed of for the fact that i am not that talented and creative as many others designers are
W14127,1,i mean i feel my happiness and self worth are determined largely by others which is of course not true
W14128,0,i felt like i had went so far now it feels like my world was shaken just the other day
W14129,0,i was feeling a little awkward about seeing some folks
W14130,0,i am way behind with my work on the fantasy novel and i feel very frustrated
W14131,0,i feel selfish and self indulgent
W14132,0,i told myself that i was feeling lethargic and tired that i had other things to do like wasting time on facebook that i needed to eat blah blah blah
W14133,0,i have one toe that is starting to feel kind of numb
W14134,1,i have about pairs of heeled shoes that i hardly ever wear i love the look of heels they always make me feel quite elegant but i just cant bear the thought of not being able to really relax when i wear them
W14135,0,i do not feel remorseful and ask for forgiveness when i know ive done something wrong
W14136,1,i feel generous prizes for all finalists too
W14137,1,i feel a sweet sense of optimism touched with anxiety about the coming days
W14138,0,i feel strange putting a review in this post so ill keep it brief
W14139,1,i feel satisfied only with details and small parts
W14140,1,i feel treasured
W14141,0,i feel like i should go for a run to expend all this idiotic energy but iv decided to do some homework now instead and store the energy for a social event im going to this evening
W14142,0,i show my temper to my parents i feel very regretful for hurting them
W14143,0,listening to my roommate boasting about her new clothes
W14144,0,i feel like a reluctant queen tasked to rule over a nation of miscreants who are exactly like me
W14145,0,i was going to cry at one point could feel a lump in my throat but managed to stop it as i was more distracted by the thought of getting all my vows right
W14146,0,i feel is a lousy diagnostician
W14147,1,i have to go out into the fields and sometimes if i feel more adventurous than usual right into the woods near my home
W14148,1,i lauper s that starts with the line time after time which she would sing going down the memory lane and feeling nostalgic
W14149,0,i feel like there is a violent war going on in my stomach
W14150,1,i hate not feeling useful
W14151,0,i just hate to feel unhappy emotions
W14152,0,i feel like im being punished because of it
W14153,1,i feel perfect with you comments img src http sadlovequotesforhim
W14154,0,i feel a little skeptical but what have i got to lose
W14155,1,i feel energised invigorated and alive once again
W14156,1,i cant tell you the last time i have woken up feeling like i slept well
W14157,0,i had the love of my life in nathan been in love and shit and here was travis and i felt hardly anything and im sitting here feeling doomed that i would never again find someone who would give me that spark
W14158,0,i feel like a frightened little child more than anyone could ever know
W14159,0,i didn t allow myself to feel the emotional depths of my sorrow
W14160,1,i feel all glad not being with you
W14161,1,i had the most amazing run this morning and im feeling so determined these past few days
W14162,1,i started to feel butterflies in my stomach and my body starting to get hot
W14163,1,i may heighten crucial concerns pertaining to expatriates predominantly budgetary but also during the areas i always really feel could be useful and or important or perhaps fascinating
W14164,0,i was feeling deprived because we did our traveling in june but we still have one weekend getaway planned for the middle of the month as well as the free concert every tuesday and a few other random outings
W14165,0,i didnt feel cheated or deprived
W14166,0,i know its been months but i still feel envious of my friends who are having their school holidays
W14167,0,i mean it is exhausting to feel bad all the time
W14168,0,i was feeling cold and wet most of the time
W14169,0,when my close friend was involved in an accident and passed away instantly he had gone to buy a new car and had asked me to wait at his home so that i could see his new car
W14170,0,im feeling discontent or too comfortable because there is always something i should be working on in my spiritual life
W14171,0,i feel empty again
W14172,0,i feel another violent daydream coming up and i bet it has something to do with me getting my hands on a saint just costume
W14173,0,ive been taking i keep feeling lethargic everyday unlike when i was pregnant with my previous boys
W14174,0,i feel is defective
W14175,1,i feel that god sends us some distractions just to see how determined we are to reach our goals
W14176,0,i feel so dirty in you i crash cars br style background color white color font family georgia times new roman times serif font size px line height
W14177,0,i know what happened might still feel real feel dangerous but i don t plan on going anywhere any time soon
W14178,1,i get on the bike temperature is good no wind ya not until turning around and the first feels fabulous mph average i am thinking oh yes going for today and it may just be easy
W14179,1,i was already going to feel giggly about it
W14180,1,im not feeling very glamorous at the moment to sat the least
W14181,1,i reckon this is fair enough yes the queen is their monarch but they are so geographically removed from her and her presence that i appreciate that many australians may feel more loyal to their country and own communities than to the queen herself
W14182,0,i was feeling defeated again and super overwhelmed i stopped and realized that this is just a demanding season for me
W14183,0,i had been taught very young that i had deserved what i got that what i was feeling was unimportant overemotional and attention seeking
W14184,0,i am just feeling shitty right now
W14185,0,i feel sad donna summer dead at a href http jtwoo
W14186,1,ill tell you what its about as soon as im sure then well talk about how you can purchase it without feeling that youre in any way supporting me or what i do
W14187,0,i guess the bottom line is i feel like damaged goods and i m not sure how to fix that or if it is even fixable
W14188,0,i was sitting here feeling defeated
W14189,0,i will admit that some days i yell some days i dont want to get out of bed some days i cuss and freak out even some days i dont even really want to talk to anyone because i feel a little numb and im afraid people will know that im not ok
W14190,0,im so excited but at the same time i feel a little nervous
W14191,0,im tired unhappy feeling listless unmotivated exhausted
W14192,0,i have been feeling very insincere
W14193,0,i know it is so disgusting horrifying i feel so dirty
W14194,0,i want to not feel shy with them i want to have fun with them
W14195,1,ive always longed to feel the beloved tenderness from a father
W14196,0,i feel i m getting distracted and not real
W14197,1,i know this is love and i feel it there i whisper something so sincere exactly what you want to hear
W14198,1,i did feel sympathy for him and liked him more by the end of the story however i dont feel that enough time was spent on his turn around
W14199,0,i have a pit in my stomach feeling disappointed
W14200,0,i was feeling quite embarrassed and quite a wee crowd had gathered outside the bank
W14201,0,im not yet feeling terrified of failing i honestly feel like im overconfident right now because i believe that ive done my best
W14202,0,i feel empty a href http mohdashif
W14203,0,i told him i was feeling unloved and underappreciated by the kids
W14204,0,i sometimes feel hated but i am not it is all in my head
W14205,0,i still post them because a i feel neglectful if i dont do anything on a site at least every once in awhile and b
W14206,1,i have a feeling your heart will be happy that you did
W14207,0,i actually feel frightened of people here right now
W14208,0,i feel like throughout my life to this point in time i can say that ive fucked quite a few people
W14209,0,i may notice that you feel aggravated or joyful or whatever it is that youre feeling
W14210,1,i embrace the joy of others and encourage people to read this blog only if they feel somehow enriched or entertained by it
W14211,1,i feel about mcraven at ut not sure div class g plusone data size medium data href http wilcfry
W14212,1,i love being an author and feel that ultimately that will be my one career but all these other jobs are fabulous experiences that bring a lot to my writing
W14213,1,i am this evening having had a brilliant night fantastic run and feeling jolly darn good
W14214,0,i did not feel frightened just frustrated that i wanted to go back to sleep but felt there were unfinished tasks i needed to attend to there wasn t other than to edit two articles on freud s dream of irma s injection which were near completion and have subsequently been posted on this blog
W14215,0,i feel sorry to hear your story
W14216,1,i want to help each of them feel special she said
W14217,0,i hardly feel like i had a weekend if i dont get fucked up
W14218,1,i feel divine whenever i captured a moment smiled silently saving all the details to my treasure chest that i fill only with memories that i knew will only happened once in my lifespan
W14219,0,im sitting here feeling very disheartened
W14220,0,i feel like a dumb blonde she mumbled not realizing that alli was standing right next to her she desperately hoped she hadn t heard her say that
W14221,0,ive been feeling ignored
W14222,1,i sometimes feel nostalgic happy restless angry all at the same time
W14223,0,i feel so dull when you re not around
W14224,1,i feel cooler just looking at these gorgeous rooms
W14225,1,i kind of feel it how people appreciate this sense of not being entertained
W14226,1,i dont know what next year will hold for me and my free author promotion but for now i feel pretty special to be a part of a writing community where my author friends trust me with some of their most precious possessions
W14227,1,i feel smart though
W14228,1,i came across this picture of a diy twiggy candle holder and now im feeling all festive and creative
W14229,1,i feel virtuous because i walked to and from the library which is almost a mile away and the temp was
W14230,0,im feeling like a tortured teen i decided to pile on the neon which was the shizz in my day
W14231,0,i may trust my partner to look after me and my needs and those of our relationship i feel threatened because they arent in control of the situation and obviously neither am i
W14232,1,i was feeling rather smug about being a black toenail virgin despite having run for a little over years now
W14233,1,i feel like i have less time for stuff since i got super depressed and never wanna do much
W14234,0,i am feeling a little bit hostile towards my ex today
W14235,0,i feel kind of dumb for saying this but i was just upset at how much strength i lost during the last few months
W14236,1,i finally got tired of feeling like no matter how smart or well educated or determined i was i was never going to get ahead in vancouver
W14237,0,i could feel the gloomy london fog and the oppressive tropical heat even though i was on vacation in oregon
W14238,0,i just cant seem to hold myself back when it comes to feeling i wish i could be heartless if just to keep the pain away sigh whatever here i am being fucking emo all over my live journal
W14239,1,i feel so safe hearing them and knowing hows their day like and all
W14240,0,i do know the next time im having a glass of red wine im tossing a big ol ice cube in it and if im feeling really rebellious i may not even swirl the glass or sniff it and i recommend you try the same thing
W14241,1,i have to admit that i was beginning to feel pretty smug
W14242,0,i feel tortured here
W14243,1,im also feeling gracious and i want to bless you with a few more old tried and true family recipes
W14244,0,i couldnt help feel infuriated when i had left the building
W14245,0,im feeling really agitated for some reason i think its coz im confused
W14246,0,i am feeling lousy recently
W14247,1,i feel like a rockette and i also feel like im glad its over
W14248,0,i feel uptight love had to show me one thing i was so right
W14249,1,i feel that the world expects one to be a productive individual on sunny days so i resist and tend to be more productive on rainy days
W14250,1,i really enjoyed giving my class one because i knew all the answers and got to feel clever all day and two because it you don t often get a chance to play with these sort of things in training sessions and it was nice to spend time with everyone as new groups came through throughout the day
W14251,0,i learnt to never talk about feelings when ive had a drink because it gets messy
W14252,1,i know i feel a sense of obligation to be loyal to the us canada and taiwan depending on whether or not you think the last is a country
W14253,0,i know that in the feeling lonely isolated teary states i have many that stand with me
W14254,0,i feel rejected by someone i love and this has caused me great heartache and pain
W14255,1,i swear is releasing my neighbors inner crazy weve had cops called on our block like out of days this week im feeling inspired
W14256,1,i have to start my journey to these cities in the morning i feel it will be a pleasant journey i am planning to enjoy moments of it especially with my fb friend
W14257,1,i feel convinced my twins would declare the same
W14258,1,im feeling very determined
W14259,1,i feel good about the choices i made in terms of our readings
W14260,1,i feel mellow and shit i swear you got that touch swear they ain t stopping us swear there ain t nothing above girl give me some love yeah yeah yeah x
W14261,0,i visited the psychologist all those years ago i really took to heart what he said about not closing myself up and letting others know when i feel uncomfortable etc
W14262,0,im unhappy i feel irritated by everything and i yell
W14263,0,i just am so tired of feeling lonely and yet when someone comes along who can take away that feeling i run away
W14264,1,im feeling extremely blessed to be pregnant
W14265,0,i cant blame anything or anyone but myself and ive spent the day feeling miserable crying again whenever i remember realizing it was all my fault
W14266,1,i may be fighting a very weak argument but i feel that it is important that people do not lose the ability to listen to a true album
W14267,1,i feel the divine feminine playing out last night also by giving her heart yet not to just all in the universe but to the divine masculine gods to help wake and heal him
W14268,0,i ought not come for i stipulation them to feel sorrowful for their skeered rupees which they re assert to the field but i will console for i allusion massou to live
W14269,0,i see her frustration and sadness and hear her anger at my puters invasion in her life and then the pride of financial independence feels pretty lame
W14270,1,i wanted to do something different today and that feeling was inside of me so intensely strong
W14271,0,i feel so sorrowful so dejected the words ring through my head i am so damn affected by everything you say and all that you do why can t i let go i want to be happy too
W14272,1,i can t help but feel considerate towards others
W14273,1,i feel thankful happy and blessed and these are good feelings
W14274,0,i go to the church service not youth i feel like im hated and i know im not the only one
W14275,1,i mean im actually feeling productive in the area of quilting and sewing but havent felt lik
W14276,0,i feel ashamed that you would forget that and forget us
W14277,1,i feel so excited cause that means i get to skip classes
W14278,1,i feel is a valuable reason was the alone time that debra and i had driving to woodston camp kansas assemblies of god family camp
W14279,1,im feeling adventurous and fiesty i stop comparing myself to everyone
