Text,Actual Label,Predicted TF-IDF,Predicted VADER,Predicted BERT
went back work feeling agitated lazy transformed state yelled dont know,0,0,0,0
feel confused,0,0,0,0
say received gorgeous parcel therapi skincare beauty product absolutely took breath away lovely white glass packaging look luxe retains apothecary feel perfect organic brand,1,1,1,1
feel agitated right,0,0,0,0
feel thigh stubborn going away rate stomach arm butt,0,0,0,0
feel deer supporting mouse parade hope rel bookmark permalink,1,1,1,1
feel little delicate,1,1,0,1
cant help feel excited part get hang start talk like friend talk watch live separate life,1,1,1,1
feel rebellious today leave warning radical,0,0,0,0
think im feeling sentimental right p aaaaand ti another work day tomorrow,0,0,1,0
found feeling lousy pretty unusual,0,0,1,0
im starting feel sociable actually feel like going seeing friend rather cry im feeling like twisted knotted ball pain,1,0,1,1
feel like dream good guitarist playing musician prideful dream,1,1,1,1
im lot stress feeling overwhelmed,0,0,0,0
guess trick need go strong get want feel bashful,0,1,1,1
tend little relaxed day im forced bit flexible toddler lot day im left feeling frustrated didnt get done,0,0,0,0
learned rich feeling rich two different thing,1,1,1,1
forget im supposed sad single stressed work smile feel peaceful,1,0,0,1
feel burdened slightest touch body even still lingers upon skin,0,0,0,0
feel angered though,0,0,0,0
im getting ready feeling stressed general take toll milk supply im producing much,0,0,1,0
feel could left entirely smack bit empty promotion self congratulation one find real meat information precious information indeed,0,1,1,0
im feeling particularly benevolent today,1,1,1,1
good something feel passionate student graduate year boat happens,1,1,1,1
ive feeling really energetic night honestly needed,1,1,1,1
keep finding people make feel terrible life,0,0,0,0
im feeling quite adventurous might find quiet spot read,1,1,1,0
feel slightly pained jolted like frozen toe thawing long afternoon sledding snow,0,0,0,0
feel shitty work heel feeling great someone else accomplishment,0,0,1,0
sort feel like one people unfortunate lost father life go,0,0,0,0
feeling energetic decided going bike rest temple,1,1,1,1
feel blessed loved people around,1,1,1,1
love cuddle make feel safe protected,1,1,1,1
small town girl feel satisfied staying comfort zone jene work today boy braved windy city,1,1,1,1
feel rushed get ready tomorrow,0,0,1,0
loathe stuffed animal make feel bit violent known punch,0,0,0,0
feel sometimes like want say thing sure offend,1,0,1,0
feel super weak havent made whole class two week,1,1,1,0
feel extremely needy though dont feel way often,0,0,0,0
also feeling awful,0,0,0,0
came kitchen childhood still dream like mini baby kitchen table told mother expect get kind damaged child narrow unwilling feeling emotional support,0,0,1,0
know first hand well feeling pain hurt embarrassment even shame self image body shape physical feature weight etc let body become,0,0,0,0
feel vital full energy every day super positive,1,1,1,1
feel let alone give shit,0,0,0,0
hate feeling stupid incompetent,0,0,0,0
often refer weak im sure mean exactly say know reflect past two year feel strong strong accomplished,1,1,1,1
im feeling bashful whenever talk,0,0,1,0
also learned take lot effort positive thinking break tear feeling exhausted guilty better mom,0,0,1,0
want bury hatchet even though would best interest simply feel apologizing person insulted would make feel like punk,0,0,1,0
one close friend saying didnt like way nice people dont know,0,0,0,0
woke morning feeling alittle disappointed logged onto href http calvaryccv,0,0,0,0
made justin feel pretty miserable last night im sure,0,0,1,0
feel numb wonder whether im still human,0,0,0,0
feel like ive given relationship forever im hardly ever successful maintaining friendship there pressure settling age,1,1,1,0
feel depressed sing,0,0,0,0
im planning get hammered warned feeling virtuous,1,1,1,1
feel insulted whenever people say guy cant cry feel emotional,0,0,0,0
feel unhappy miserable wretched glum gloomy forelorn heartbroken,0,0,0,0
im feeling adventurous laundry hamper,1,1,1,1
feel blessed lucky gone many place seen many thing,1,1,1,1
spread arm wide feeling cold wind rushing past feeling rain hitting,0,0,1,1
feeling little nostalgic,1,1,1,1
know already hurt feeling may lead violent reaction may turn bad outcome,0,0,0,0
got really fucked last night got really really really fucked load downer bad idea bad idea feel like neurotic mess right cant handle cant handle cant handle,0,0,0,0
feel like sometimes important,1,1,1,0
hope two feel vain,0,0,1,0
im feeling inspired hair freshly cut,1,1,1,1
feel like todd getting stressed tired caleb take dont want caleb feel frustration,0,0,0,0
im getting thing done really need feel good,1,1,1,1
get upset try rekindle sort feeling excitement remorse longing anything like said even feeling becomes temporary phase,1,0,1,0
finish note wanting sound sad feel positive happy iv written gone head stop dwelling move making happen,1,1,1,1
feel particularly damaged,0,0,0,0
feel honor content,1,1,1,1
limiting reasonably without causing greater injury sort physical exercise start feel horrible,0,0,0,0
know feeling lonely isolated teary state many stand,0,0,0,1
feel ignored even ignoring something asked specifically,0,0,0,0
like feeling assaulted song matter much inspiration integrity backing blow,0,0,1,0
feel positive emotion sort,1,1,1,0
feel ease moment last night troubled,0,0,0,1
feel smart impressive,1,1,1,0
feel people utterly useless view,0,0,0,0
remember feeling excited particular day considered grown woop,1,1,1,1
feeling pain hurt,0,0,0,0
going say make feel unloved shit thats overly dramatic,0,0,0,0
guess feeling little smug got acco led train station outside started walking sidewalk bus would take u nahariya,1,1,1,1
busy analysing wrong end feeling bitter thing make happy,0,0,0,0
feel enormously honoured included list,1,1,1,1
im feeling le hateful fandom,0,0,0,1
read watching film argued make sense author feel offended change truth made film used attempt effect real life verdict,0,1,0,0
feel obligation make sure understand exactly believe coming,1,1,1,1
want cry either know think feel tortured eat black part rice,0,0,0,0
came home one day discovered sister borrowed car gotten accident entire front bumper destroyed,0,0,0,0
know eat horribly feel horrible,0,0,0,0
feel never escape something drawing attention forehead distressed imagine old age turn scrunching permanent wrinkle,0,0,0,0
didnt feel threatened people like would first minute walking indonesia,0,0,1,0
feel rather listless dull today slightly head achy good chance blahness throughout day,0,0,1,0
also feel devoted profession get ever annoyed see thing would adversely bring adverse publicity profession like hearnsays ill informed patient medium ignorant politician making use health care tool boost publicity,1,0,1,0
havent feeling well lately,1,1,0,0
one minute feel intimidated stupid,0,0,0,0
portland feel fairly useless strasbourg,0,0,0,0
discovered gave great feeling satisfaction produce blog post delicious dish photo written recipe tangible job completed feeling rare life stay home mom,1,1,1,1
feel super glued bed,1,1,1,1
didnt feel scared,0,0,1,1
depressed feeling worthless getting gmc denali bike conquering mile make feel le powerless,0,0,0,0
ill feel little sympathetic towards day,1,1,1,1
longer hard feeling luckily unexpectedly met sweet interesting girl tumblr aiw fan also run wonderful alice wonderland blog called still haunt phantomwise,1,1,1,1
tired feeling irritable result,0,0,0,0
think one site truly made hella smile feel reassured morally good kind individual world,1,1,1,1
feel frightened small thing,0,0,0,0
feel like pretty productive day although couldve cut back thinking usual,1,1,1,1
go guy someone want genuine guy would treat right spend quality time make feel special,1,1,1,1
feeling really hopeful could fall pregnant soon really wait day come,1,1,1,1
feeling inspired get work done,1,1,1,1
im feeling festive,1,1,1,1
already feeling kind frantic upset im spending another year god forsaken school,0,0,1,0
still couldnt believe much pain feel happy people celebrating grandiosely,1,0,1,0
finally realise feeling hated effect big,0,0,0,0
didnt go cardboard goal feel successful turned,1,1,1,1
always think violent band violently feeling violent lyric musically violent,0,0,0,0
feeling honored grateful blessed get spend day remarkable th grader,1,1,1,1
feel irritable well,0,0,0,0
feel opportunity return moz god gracious gracious way giving heat desire despite self doubt uncertainty past,1,1,1,1
feel guilt cranky last night fully embrace evening alone boy,0,0,0,0
also loved feeling gentle rippling body floated water bonus friend pool growing australia,1,1,1,1
feel bit grouchy,0,0,0,0
begun feel apprehensive thick black rain cloud stormed sky town,0,0,1,0
want say feel vulnerable writing sharing info,0,0,1,0
realize unique situation mean representative majority amazing birth mom make hard decision best interest child help feel jaded experience,0,1,1,0
also suspect like feel like want die reluctant share information anyone freaking scary,0,0,0,0
im also feeling energetic able keep going better part day,1,1,1,1
always felt like could anything feel fearless,1,1,1,1
know also upset increasingly get feeling pleasant accessory,1,1,1,0
feel invigorated,1,1,1,1
feel gracious opportunity make difference,1,1,1,1
place feel hopeful finally getting job another warehouse distributor like work product floral instead stationary accessory art bag,1,1,1,1
feel longing,1,1,0,0
feel troubled ongoing relocation front door,0,0,0,0
feel like dangerous animal prowl jungle onto warm sand deserted island,0,0,1,0
really enjoying tai chi weapon feel flowy elegant,1,1,1,1
feel satisfied manner settled new school feel position slowly weave magic,1,1,1,1
feel kinda worthless unwanted time cuz ive always felt im ugliest among friend cuz freaking pretty oh dayummm like forever feeling inferior stuff la,0,0,0,0
feel bit rotten,0,0,0,0
wear anything feel bad,0,0,0,1
feel irritated time tried hold stuff ill push away throw temper shout,0,0,0,0
began day feeling intimidated courthouse designed intimidate ended day cheerfully chatting judge chamber,0,0,0,1
feel like part repressed buried long surfacing,0,0,1,0
feel imprinted brain vital stress college community,1,1,0,0
realized weekend feeling somewhat apprehensive surgery,0,0,1,0
sat feeling bit longer lord showed really cool truth want share fear man snare whoever trust lord kept safe,1,1,1,1
got good feedback summary uganda still feel though missed lot thing wanted say hope ill able come back later,0,0,1,1
feel like dirty trash bin street nobody really sought,0,0,0,0
feel glamorous feeling capable confident tune mind,1,1,1,1
got feeling look eye sincere,1,1,1,1
feel manifesting strange way,0,0,0,0
find buying reacting conflict modern life feeling jaded,0,0,0,0
continue succeed something someone seems unattainable feel men intimidated prolonged moment silence,0,0,1,1
feel delicate,1,1,1,1
want anyone feel inhibited body typical ballet body,0,0,0,0
suppose bit occasion ive become horrible annoying person feel strange,0,0,0,0
want learn something new feeling dull,0,0,0,0
feel dirty unamerican french,0,0,0,0
watch gather little block tuck belly like little red hen coo cuddle soft baby doll look interest baby help feel thrilled firstborn,1,1,1,1
feel loving,1,1,1,1
feel rich solomon,1,1,1,1
sister lost one twin son first nephew older one died week later,0,0,0,0
feel super lucky able visit definitely unforgettable part trip,1,1,1,1
ask folk park feel smart park inch separating car one front behind,1,1,1,0
remember moment feeling lost hopeless younger,0,0,0,0
yet experienced totality getting use gift without feeling like someone threatened jealous competing,0,0,0,0
feel loved programmed computer tell love,1,1,1,1
feel frightened frustrated wanted go back sleep felt unfinished task needed attend edit two article freud dream irma injection near completion subsequently posted blog,0,0,0,0
smoker year quit week ago right finished book cant believe free feel knew quit terrified life without cigarette,0,0,0,1
must say im feeling gloomy place,0,0,0,1
feel guilty nothing special thanksgiving,0,0,0,0
im huge fan london grammar disclosure eye perfect collaboration definitely help make feel creative,1,1,1,1
sleeping better yet feel even exhausted ever dont understand,0,0,1,0
feel rejected unwanted,0,0,0,0
tired feeling helpless wanted take control situation,0,0,0,0
also feel people village friendly need alert manila though common sense rule still stay let guard,1,1,1,1
feel blessed sister,1,1,1,1
hate colby wasnt feeling well day im thankful feeling better,1,1,1,1
rid many bad habit fall back feel insecure vulnerable,0,0,0,0
yelling kid drop hat reason posse energy anything feeling irritable sad everything,0,0,0,0
im feeling exactly thrilled standing front mirror know mean,1,1,1,0
feel overwhelmed heart beat hard going fast husband call see crack,0,0,0,1
feel like need shower really mellow day,1,1,1,1
feel thankful totally pani,1,1,1,1
feel annoyed fact three week chemotherapy getting annoying pinching niggles back,0,0,0,0
noticed strange feeling discontent encompass,0,0,0,0
laced shoe pounded feeling hot black pavement,1,1,1,0
india lost benson hedge cricket trophy,0,0,0,0
feel strange sense importance life world stare star night,0,0,1,1
get headache easily agitated feel frightened aggressive,0,0,0,0
started feel apprehensive,0,0,1,0
feeling plenty football watching indulging many delicious eats weekend,1,1,1,1
feel often roll beloved new york little done many start write race colour religion sexual preference gender identity reader say hey mia confused,1,0,0,0
feel daddy appreciative grateful u given circumstance taking care release final resting place,1,1,1,1
waited hold precious boy arm get feel sweet skin mine birth could rub soft hair look beautiful eye god plan,1,1,1,1
personally feel confront violent death absolute openness example video something managed yet,0,0,0,0
feel like despised,0,0,0,0
feel like hostile toward others fail nice,0,0,0,0
want happy feel loved,1,1,1,1
feel im doomed fail b setting think im doomed fail,0,0,0,0
feel overwhelmed im nauseous,0,0,1,0
feel like rich people fall category belong see bus,1,1,1,0
see feel helpless,0,0,0,0
hope pagetitle khatsii feeling fearful,0,0,1,0
feel needy,0,0,0,0
feel like start taking seriously already exhausted,0,0,0,0
actually feeling optimistic back future movement,1,1,1,1
feel drained without clozapine,0,0,0,0
feeling restless stepped kitchen whip crunchy sweet treat,0,1,1,1
feel got look sweet nature mom,1,1,1,1
feel horny thinking,1,1,1,0
know u feel hated people say stop thinking try get help distract also try get ur anxiety healthy helpful way,0,0,0,0
ive much training grammar language reading something written like kind feel like im assaulted,0,0,1,0
feel longing obsession,1,1,0,0
feel agitated im nervous im anxious,0,0,0,0
offer feel loving,1,1,1,1
feel sure going business,1,1,1,1
feel like every stop trying smart thing really go dream,1,1,1,0
want come feel reluctant reason,0,0,0,0
get strange feeling even people im friendly im sort intellectual target getting rather annoying,1,0,1,0
dont think thats ill feel really awkward,0,0,1,0
remember feeling innocent looked day,1,1,1,1
feel like im getting le intelligent day,1,1,1,0
feel like thats pretty petty thing complain,0,0,1,0
write journal something good keeping secret world depresses although feel idiotic happiuness bliss watch news,0,0,0,0
writing feeling hopeless hopeless people around crazy absurd world absurd people,0,0,0,0
got ta feeling da bul taewuhbeoryeo burn got ta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz cuz dangerous b,0,0,0,0
keep feeling im unloved unwanted unimportant everyones eye,0,0,0,0
look around people around feel almost slightly envious way motivating sitting studying hard,0,0,1,1
dont know feel seems sincere,1,1,1,1
ive played fps game time ive left feeling like mentally emotionally dangerous thing switch important part brain play,0,0,1,0
im heartbroken love world think maybe im feeling heartbroken acutely came today every time ive asked stay somewhere past year ive left,0,0,0,0
imagine ill eventually migrate middle even alone feel greedy,0,0,0,0
im feeling need revisit artistic influence,1,1,1,1
feel humiliated failing achieve,0,0,0,0
also really hope feel ashamed se asian culture public shaming ie screaming thief someone bad stealing,0,0,0,0
ive feeling lethargic fact worked till plus day need pay back hour lesson day sleeping plus every night ever since beginning week,0,0,0,0
also feeling pretty low fired four day christmas,0,0,0,0
really come intense struggle since moving say proud way giving respect feel however need feel mad stressed whatever yet still pull together fix issue,0,0,1,1
feel word rich accurate describe texture color payoff,1,1,1,1
ive feeling sooo inspired wear black white lately probably follow cool aussie girl amazing style instagram,1,1,1,1
feel super reassured move,1,1,1,1
socialising feel awkward around people time eat cover fact nothing contribute conversation,0,0,0,0
feel incredibly loved know baby cap,1,1,1,1
want write make feel frantic induced nightlife speed,0,0,0,1
wonder feeling complacent result laziness,1,1,1,0
feeling bit jaded combination mixed feeling enough sleep many big screen presentation think,0,0,0,0
outweigh feeling discontent finally get bed night,0,0,1,0
kind like feeling longing aching spring,1,1,1,1
started develop feeling scared freaked promised safe,0,0,1,0
pretty trying adolescence time im put situation im made feel inadequate make revert right back shy awkward teenager low self esteem high school,0,0,0,0
miss everybody still feeling relieved pretty sure able catch much needed sleep eluded last couple day,1,1,1,1
feel sympathetic hard lose third place,1,1,1,1
dont even know express made feel kid appreciative fact coming heavy think maybe music gave little something grasp,1,1,1,1
im dressed im already feeling sort bah humbug today really annoyed type today,0,0,0,0
im feeling horrible,0,0,0,0
often feel disappointed decision call name,0,0,0,0
always regret make feel crappy run knew wouldnt home showered nearly lunchtime,0,0,0,0
dont know think break actively ttc feel better whole thing,1,0,1,1
bring opis im feeling sashy gorgeous cool toned grey purple lavander creme,1,1,1,1
help think oakwood must feel unwelcome campus,0,0,1,0
feel however least successful look one upon reflection would change,1,1,0,0
feel dumb first run seems head amp little much struggling brain,0,0,0,0
ill explain two simple technique use almost instantly feel relief aching pain,0,0,0,1
tried convince mine wouldnt actually make feel crappy like real deal still reluctant try,0,0,0,0
try breathe feel frustrated breathe calm desire,0,0,1,1
want cant help feeling greedy,0,0,0,0
feel yet still hesitant tell,0,0,0,0
im feeling really stressed work theyre piling much stuff expect creative stuff decorate make,0,0,1,0
told felt better would go still feeling really lousy,0,0,0,0
feel disheartened defeated,0,0,0,0
started feel discouraged,0,0,0,0
im feeling quite disillusioned weighins,0,0,0,0
also feel little resentful fact im spending supposed best year life taking care people little social life atrophy im left without time energy maintain,0,0,1,0
feel sense belonging soul people even feel isolated collective ego society,0,0,0,1
get tired pretending everything great granted thing pretty good yet feeling discontent,0,0,1,0
want sending crap feel almost insulted win embarrassed whoever made like oregon,0,0,0,0
feel really shy feeling talked felt happened trip really nervous appreciate effort say way,0,0,1,1
feel successful lazy mom,1,1,1,1
feel fake lash,0,0,0,0
six year old,0,0,1,0
believe feel petrified,0,0,0,0
feel pissed fact talented creative many others designer,0,1,1,0
feeling pretty restless right typing,0,0,1,0
feel would answer would supporting understanding people difference disability done one way another long,1,1,1,1
basically gut feeling whether think person genuinely sincere,1,1,1,0
feel glad enthusiastic point sand snorkeling,1,1,1,1
go saying anything feeling petty seems load gettin heavy,0,0,0,0
feeling shaken walking along street le able concentrate accident simultaneously worrying one due concentrating,0,0,0,0
agree look gorgeous feel amazing worn town one time new year eve,1,1,1,1
id begun feel empty several juice lot water water make feel full long quite good rinsing pie hole putrid flavor id forced upon,0,1,0,1
th age group race awesome custom horse trophy designed mimic giant painted horse throughout town see example feel determined come back next year try,1,1,1,1
want seduce buying without feeling liked youve conned connived,1,1,0,0
feel uncertain,0,0,0,0
know feel dismayed least sheepish one friend basically belief eating disorder actually emotional response statement one genuine surprise pleasure someone noticed remembered something,0,0,1,1
im honest say part feel tortured though part system function life one allows order manipulate people way lined positioned serve prupose need,0,0,0,0
learned truely like feel submissive,0,0,1,1
used let feeling rejected guy,0,0,0,0
hate im refered game guitar hero mean cool got name kinda lol feel bitchy stay fuck outta way,0,0,0,0
press play yeah watch movie five time row right feel satisfied cant wait share made friend,1,1,1,1
feel ugly today,0,0,0,0
stopped looking solution problem stopped feeling like dissatisfied,0,0,0,0
aware level unrest feeling uncertain sit,0,0,0,0
feeling pressured backed corner,0,0,0,0
feel like little ungrateful love home sometimes getting away great way remind much love life,0,0,1,1
promised wont enter anymore giveaway feel greedy couldnt resist one,0,0,1,0
feel thankful part country train outdoors late year bundle wear several layer,1,1,1,1
feel part family universe rather fearful,0,0,0,1
awful feeling im going something really idiotic like decide make simple quick make mini tote tricky project deciding use two piece need stitched together,0,0,0,0
still feel groggy stomach still cramping im still bleeding biopsy feel like ive given opportunity,0,0,1,0
feeling spiteful brought saw hurt face,0,0,0,0
ive gone k training swim feel energised productive like actually cleaning room,1,1,1,1
like person become feel much carefree liberated time dont recognize,1,1,1,1
feel ashamed two bag look like theyve erupted exploded natural disastered host spotless stylish living room,0,0,1,0
feel hadnt appeared nowhere distracted would noticed light change none would happened,0,0,0,0
feel valued score tracking terribly low,1,0,0,0
love reading feel positively rich house full new book learning new thing pain relentless really pace spend day pottering job job depending stupid feel like,1,0,1,1
feel totally ignored excluded,0,0,0,0
think many year spent feeling furious dramatic perspective world extremely sensitive nature,0,0,0,0
feel terrible lady driver though,0,0,0,0
feel quite proud wonderful feeling year feeling anything,1,1,1,1
feel sweet century old cake,1,1,1,1
feel like timid ive lost lot opportunity make connection people ive wished id made connection,0,0,1,0
feel like neglecting beloved mom blog,1,1,1,0
sort hate glass make eye look small since huge eye going quite upset im hoping bigger frame make feel le paranoid,0,0,0,0
feel like doomed spend rest life customer service,0,0,0,0
im putting palm blowing hoping get ear universe feeling little generous day reach,1,1,1,1
get feeling nellie satisfied phone rang happy leslie room,1,1,1,1
feeling heartbroken time nothing stupid boy wasnt worth,0,0,0,0
resented made feel like bad person possibly contributing better good profit unspecified equipment maker,0,1,1,0
choose mouse feel cute tripped pile sand repeatedly vigorously directing,1,1,1,1
got outside drug took didnt exactly make feel sociable,1,1,1,0
know believe feel part still hesitant old would said anyone believed god crazy,0,0,0,0
try find something make feel foolish,0,0,0,0
voice usual perfect like know yomis voice better kind feel frustrated song best doesnt highlight yomis voice properly,0,1,1,0
feel assured saying world could one heck pacesetter hand,1,1,1,1
excercising running still feel tender even almost like throbbing,1,1,1,1
feel outraged life easy blessed,0,1,1,1
love feel lip mine feel safe arm even though im older love feel,1,1,1,1
feel acceptable better would allowed meet need student targeted way,1,1,1,0
always feel convinced grimacing flip handled knife one small pearl handled pistol,1,1,1,0
feel honored student come class,1,1,1,1
didnt sleep quite well last night still feel quite energetic morning,1,1,1,1
told justin couple day ago im feeling better physically,1,0,1,1
feel like im least im feeling pressured write dont want,0,0,1,0
feeling lost regimented strength program,0,0,1,0
always feel relaxed happy,1,1,1,1
lived life without feeling acceptance felt though trouble misery followed everywhere went everyone hated,0,0,0,0
feel want need know need bleed fucked world,0,0,0,0
mean guess creativity could even broad categorie beauty fit talk beauty since something feel passionate,1,1,1,1
generous person give quality time make people feel special,1,1,1,1
feel extremely blessed lucky company belief enough let cut hour thankful reader reading say,1,1,1,1
feel ugly lately,0,0,0,0
feeling inside face broke really bad rash eyelid left red peeling thank harsh pool chemical mouth think experiencing sort allergic reaction something ate,0,0,0,0
kind feel people appreciate sense entertained,1,1,1,0
extremely good friend someone course feel reluctant extent favour someone,0,0,1,0
still feel guilty christian depression,0,0,0,0
miss much every moment feel like miss even like far away ever distracted,0,0,1,0
stop feeling heartbroken see unfollows,0,0,0,0
feel overwhelmingly remorseful guilty watch much news many sad movie television drama,0,0,0,0
strongly dislike feeling stupid feeling come least per day often frequently,0,0,0,0
new song feel vital real ready shared,1,1,1,1
need act cool act unconcern wont feel special appreciated feel safe couldnt see truth side im tired covering real feeling,1,1,0,0
turned page feel like way getting back irresponcible year carefree college,1,1,1,0
feel violent something today,0,0,0,0
feel pretty time,1,1,1,1
feel loss precious life taken mercilessly abominable side effect happens among u hate,1,1,0,0
im supposed excited tattoo today instead im feeling pissed,0,0,0,0
mean care much family going thing becoming something making feel almost morose,0,0,1,0
got overall dark uncomfortable feeling chose stay end disrupt rude,0,0,0,0
need best possibly even get feel listless study like right,0,0,1,0
im busy bask fabulous overwhelming feeling really nothing live life cat would caring sleeping eating,1,1,1,1
escape feeling punished,0,0,0,0
hear still cool several time day make feel cool,1,1,1,1
internet cafe kid feel neglectful blog chaotic,0,0,0,0
see pageviews im guessing actually feel reaaallyyyy popular total sarcasm,1,1,1,1
dontknow never feel way anyone else really cant without linus love never thought could ever love anyone went fucked relationship,0,0,1,0
feeling extraordinarily jolly today,1,1,1,1
id better settle glass iced water press cheek feel delicious coolness,1,1,1,1
get bottom feeling berate feeling dissatisfied,0,0,0,0
wish could say got feeling everything going perfect painless didnt,1,1,1,1
im feeling quite cold actually,0,0,1,0
feel foolish desperate almost feeling strongly,0,0,0,0
feel loved family smiled friend,1,1,1,1
feel trusting anybody,1,1,1,0
feel deprived feel like many thing right amp many thing went wrong,0,0,0,0
feeling rebellious often suppose,0,0,0,0
im making mistake thinking le clearly feeling anxious,0,0,0,0
feel duty athf devoted fan base show support,1,1,1,1
know never commit incest feel much charming,1,1,1,1
always feel lucky participant love,1,1,1,1
feel remorseful day shit said,0,0,0,0
basically feeling bit grumpy time coz hungry,0,0,1,0
spend life condemning others feel wronged people yet consequence strangely bitter,0,0,0,0
hear story feel cold,0,0,1,0
feeling anxious frustrated right,0,0,0,0
feeling excited also nervous worrying little detail hoping first day go well,1,1,1,1
feel awful working summer im finally going able get real rest put foot,0,0,0,0
feel thing perfect,1,1,1,1
havent gone week without exaggerated eyelid since year school feel pretty fucking shitty,0,0,0,0
went one honestly feeling sentimental family morning,0,0,1,1
feel reassured comforted seeing oncologist every three month surgeon every six month,1,1,1,1
feel caring even insist mean,1,1,1,0
feel ashamed let come far,0,0,0,0
sent pretty long feel little embarrassed looking back letter gave,0,0,1,0
know everyone political view ask unless feel important discussion offend,1,1,0,0
feel npr provides valuable service,1,1,1,1
feel blessed experiencing season life new mother,1,1,1,1
mean feel festive youre wearing great big snow man chest,1,1,1,1
feeling stressed get accomplished little amount time,0,0,1,0
im feeling ive resolved live life love miracle,1,1,1,1
feeling little bit nostalgic,1,1,1,1
always forgive still feeling hurt,0,0,0,1
attempted call mom talk answered phone suck fake regard feeling jolly voice told nevermind said okay couple guest walking door go feed pie,1,0,0,0
try care he party friend especially since doesnt usually take feel like he embarrassed doesnt want deal night fun glory cool,0,1,1,0
feel ugly,0,0,0,0
im glad god feel safe,1,1,1,1
feel team pretty dangerous playoff york left wing ruslan fedotenko note said,0,0,1,0
feel weighing filling thought try homework help special olympics,1,1,1,0
get feeling need feel accepted appreciated,1,1,1,1
feel like pathetic selfish unbelievably lazy want find new job old one annoying much describe,0,0,0,0
insane liking someone else made feel le valuable b c wasnt working also wasnt housewife,1,1,1,0
finally feel like im getting treatment injury im punished injured assault,0,0,0,0
feeling grouchy,0,0,0,0
feel doubly honoured river href http river driftingthroughlife,1,1,1,1
feel bad im posting blog late,0,0,0,0
must comment believe medication life saving many situation also feel important report full story,1,1,1,1
got haircut today yes feel handsome,1,1,1,1
feel saying thing dont want agree rude,0,0,1,0
love smell make feel invigorated fresh happy,1,1,1,1
thought wont affected youre thinking feeling petty side digust,0,0,1,0
feeling bit low week back focused thing werent right life moment request made hadnt granted,0,0,1,0
miss safe comfortable made feel vulnerable able knew loved,0,1,1,1
feel inside creative person seems gone,1,1,1,0
get feeling play medium issue seems try cool speaks,1,1,1,1
spew desperation situation already feel uncertain,0,0,0,0
grand plan baking two day mostly ended curled couch pouting feeling well,1,1,1,0
really feel bothered honest,0,0,1,0
woke feeling pretty rotten weekend morning even though yesterday felt fine,0,0,1,0
wish crushing somebody much easier dislike emotional one hate one feel needy craving attention im trying ignore,0,0,0,0
woke morning wanting cry feeling hasnt shaken yet,0,0,0,0
started mess around something must distracted cause im feeling playful,1,0,0,1
feel welcomed chicago,1,1,1,1
feel uncertain entirely safe,0,1,1,0
feel gotten know student pretty well talk parent drop student day,1,1,1,1
feel like plan make happy allow help family better many way,1,1,1,1
feel sorry john boehner copious tear running blurring spray tanned face color nicotine stained finger eric cantor waiting push speakership,0,0,0,0
im feeling outfit heel gorgeous,1,1,1,1
mind since office way home feel pained one friend offered give company,0,0,1,0
feel ashamed cant prove woman suck knowing thing football stereotype incorrect,0,0,0,0
always loved blue angel feel privileged proud blue angel burmeister said,1,1,1,1
give probably degree might see much feel taken advantage wronged sense absolutely problem shutting walking away,0,0,0,0
received offer postgraduate work,1,1,1,1
get williams imping artist still feel distraction clever murder mystery plot decent hook turn wholly unsurprising,1,1,0,0
feel ecstatic see,1,1,1,1
feel longing way thing used make ride bit emotional roller coaster,1,0,1,0
feel kind reluctant depressed told respected decision,0,0,1,0
still well feel quite ok result,1,1,1,1
comfortable confident feeling safe meditate,1,1,1,1
feel agitated,0,0,0,0
warming starting feeling little lethargic,0,0,1,0
feel guilty saying something really wanted,0,0,0,0
bunch friend im grateful squad mate teammate there another bunch people made feel worthless everything try seems forced conversation seems like forcing word everything else,0,0,1,0
cant stop talking even though im already feel weird uncomfortable feeling swarming still mouth keep saying unnecessary word,0,0,0,0
pregnant emily therefore always feeling exhausted hard sleep walter slept needed extra rest,0,0,0,0
know contributed success feeling petty enough today ignore contribution,0,0,1,0
tested tried feel confident making bold statement effectiveness method reveal,1,1,1,1
probably feel need move every year fact ive year make feel totally worthless somewhere,0,0,0,0
feel seeing child suffering way,0,0,0,0
yesterday akin carlas work book feel could help strengthen drawing area playful creating help gain confidence,1,1,1,1
im typing im blowing nose feeling extremely cranky,0,0,1,0
ive found truly wonderful people feel incredibly blessed met,1,1,1,1
feel though successful,1,1,1,1
feeling quite mellow wanted soft easy look wear beginning cold,1,1,1,1
didnt feel put half effort time well quite frankly didnt feel like pressure,1,1,1,0
want feel body numb,0,0,0,0
feel weird criticizing game much feel weird praising,0,0,0,0
feel ignored feel boredom like little sword straight chest straight chest chest chest straight chest straight chest chest chest straight chest straight,0,0,1,0
cant even remember feel like loved,1,1,1,0
im glad peter doesnt feel threatened concerned recent interest decidedly egalitarian almost feminist christian blog jonalyn finchers href http soulation,0,1,1,1
woke feeling distraught aware something terrible happen soon,0,0,0,0
like dating outgoing make feel ease im somewhat shy,0,0,1,1
feel artist put forth piece work even one agree respected even sake overcoming shackle society norm,1,1,1,1
hated feeling inadequate meet need,0,0,0,0
feel pulse lip chase dragon suck lip heart tongue wish begging part finger translate sorrow reach inside soul angered breath mercy story unfold,0,0,0,0
